305188-305188	10043	1508206809-1508210119	498-639
305188-305188	10003	1508210120-1508213685	640-792
305188-305188	10053	1508213686-1508217532	793-957
305188-305188	2332	1508217533-1508218581	958-1002
305202-305202	10084	1508228307-1508230475	74-166
305202-305202	10063	1508230475-1508232666	167-260
305202-305202	10092	1508232666-1508234858	261-354
305202-305202	10028	1508234858-1508237026	355-447
305202-305202	10031	1508237026-1508239239	448-542
305202-305202	10085	1508239240-1508241594	543-643
305202-305202	7449	1508241595-1508243232	644-714
305204-305204	10023	1508246441-1508248900	1-106
305204-305204	10057	1508248900-1508251511	107-218
305204-305204	10058	1508251512-1508254262	219-336
305204-305204	10055	1508254262-1508257221	337-463
305204-305204	10065	1508257223-1508260298	464-595
305204-305204	10044	1508260299-1508263445	596-730
305204-305204	10043	1508263447-1508266826	731-875
305204-305204	10054	1508266826-1508270463	876-1031
305204-305204	10010	1508270463-1508274309	1032-1196
305204-305204	1636	1508274309-1508275078	1197-1229
305207-305207	10081	1508283257-1508285526	52-149
305207-305207	10101	1508285527-1508287764	150-245
305207-305207	10090	1508287764-1508290025	246-342
305207-305207	10091	1508290025-1508292263	343-438
305207-305207	10063	1508292263-1508294547	439-536
305207-305207	10060	1508294548-1508296972	537-640
305207-305207	10090	1508296972-1508299326	641-741
305207-305207	10058	1508299327-1508301774	742-846
305207-305207	10016	1508301774-1508304315	847-955
305207-305207	10019	1508304315-1508307019	956-1071
305207-305207	502	1508307019-1508307154	1072-1077
305208-305208	10005	1508307340-1508310183	1-122
305208-305208	10042	1508310184-1508313166	123-250
305208-305208	9141	1508313168-1508316011	251-372
305234-305236	6180	1508324414-1508326585	52-20
305237-305237	10088	1508326937-1508329244	1-99
305237-305237	10021	1508329245-1508331459	100-194
305237-305237	10037	1508331460-1508333720	195-291
305237-305237	10102	1508333720-1508336028	292-390
305237-305237	10061	1508336028-1508338406	391-492
305237-305237	10059	1508338406-1508340714	493-591
305237-305237	10026	1508340714-1508343208	592-698
305237-305237	10018	1508343208-1508345701	699-805
305237-305237	10029	1508345703-1508348359	806-919
305237-305237	10059	1508348360-1508351134	920-1038
305237-305237	8682	1508351134-1508353674	1039-1147
305247-305247	10008	1508371125-1508373437	57-156
305247-305247	10000	1508373438-1508375722	157-254
305247-305247	10001	1508375722-1508377983	255-351
305247-305247	7431	1508377983-1508379738	352-427
305248-305248	10005	1508379988-1508382388	1-103
305248-305248	10089	1508382389-1508384906	104-211
305248-305248	10034	1508384906-1508387354	212-316
305248-305248	10067	1508387354-1508389965	317-428
305248-305248	10023	1508389965-1508392762	429-548
305248-305248	10006	1508392762-1508395606	549-670
305248-305248	10019	1508395606-1508398566	671-797
305248-305248	10014	1508398567-1508401667	798-930
305248-305248	1625	1508401667-1508402155	931-951
305252-305252	10044	1508404138-1508407588	1-148
305252-305252	10009	1508407589-1508411201	149-303
305252-305252	10015	1508411202-1508415164	304-473
305252-305252	3842	1508415164-1508416913	474-548
305282-305282	10043	1508426900-1508429182	75-172
305282-305282	3707	1508429182-1508429998	173-207
305310-305310	10000	1508444880-1508447164	60-157
305310-305310	10087	1508447281-1508449565	163-260
305310-305310	10003	1508449565-1508451849	261-358
305310-305310	9295	1508451850-1508453971	359-449
305311-305311	10008	1508454202-1508456626	1-104
305311-305311	4628	1508456626-1508457687	105-150
305312-305312	10087	1508457907-1508460308	1-103
305312-305312	10078	1508460308-1508462825	104-211
305312-305312	1331	1508462826-1508463156	212-226
305313-305313	10029	1508463346-1508465933	1-111
305313-305313	10054	1508465934-1508468684	112-229
305313-305313	10045	1508468685-1508471504	230-350
305313-305313	10043	1508471505-1508474535	351-480
305313-305313	10036	1508474535-1508477775	481-619
305313-305313	8183	1508477776-1508480450	620-734
305314-305314	10027	1508480744-1508484310	1-153
305314-305314	10049	1508484310-1508488109	154-316
305314-305314	4846	1508488110-1508490160	317-404
305336-305336	10089	1508501482-1508503752	36-133
305336-305336	10008	1508503753-1508506013	134-230
305336-305336	742	1508506014-1508506185	231-238
305338-305338	10104	1508506357-1508508664	1-99
305338-305338	212	1508508664-1508508710	100-101
305341-305341	10037	1508508843-1508511081	1-96
305341-305341	10024	1508511081-1508513551	97-202
305341-305341	10080	1508513552-1508515953	203-305
305341-305341	10081	1508515953-1508518424	306-411
305341-305350	10366	1508518424-1508521722	412-15
305351-305351	10022	1508521897-1508524645	1-118
305351-305351	10090	1508524666-1508527561	119-243
305351-305351	10015	1508527561-1508530568	244-372
305351-305351	10027	1508530569-1508533738	373-508
305351-305351	10017	1508533739-1508537119	509-653
305351-305351	10041	1508537119-1508540777	654-810
305351-305351	3214	1508540779-1508542131	811-868
305358-305358	10088	1508551273-1508553571	91-189
305358-305358	5099	1508553572-1508554832	190-244
305364-305364	9265	1508564602-1508566723	50-141
